false_id,id,counter,frequency,spreading_factor,bandwidth,rssi,snr,createdAt,updatedAt
750,62,1,433,12,125000,-14,6.5,20:17.2,2020-02-18T12:20:17.200Z
752,64,2,433,12,125000,-15,6.0,20:27.6,2020-02-18T12:20:27.575Z
754,66,3,433,12,125000,-13,6.75,20:38.0,2020-02-18T12:20:38.041Z
756,68,4,433,12,125000,-13,7.0,20:48.7,2020-02-18T12:20:48.722Z
758,70,5,433,12,125000,-13,7.25,20:59.2,2020-02-18T12:20:59.200Z
1927,153,1,433,12,125000,-16,3.5,34:24.7,2020-02-18T12:34:24.669Z
1929,155,2,433,12,125000,-14,3.25,34:35.1,2020-02-18T12:34:35.136Z
1931,157,3,433,12,125000,-14,3.75,34:45.6,2020-02-18T12:34:45.609Z
1933,159,4,433,12,125000,-15,3.5,34:56.2,2020-02-18T12:34:56.171Z
1935,161,5,433,12,125000,-16,4.0,35:07.0,2020-02-18T12:35:06.975Z
3425,243,1,433,12,125000,-15,3.5,48:21.4,2020-02-18T12:48:21.407Z
3427,245,2,433,12,125000,-14,4.0,48:32.1,2020-02-18T12:48:32.058Z
3429,247,3,433,12,125000,-15,4.0,48:42.5,2020-02-18T12:48:42.508Z
3532,249,4,433,12,125000,-16,3.5,48:53.0,2020-02-18T12:48:52.964Z
3534,251,5,433,12,125000,-15,3.75,49:03.4,2020-02-18T12:49:03.437Z
653,333,1,433,12,125000,-15,6.25,02:18.5,2020-02-18T13:02:18.519Z
655,335,2,433,12,125000,-15,5.75,02:29.0,2020-02-18T13:02:28.969Z
657,337,3,433,12,125000,-15,6.5,02:39.5,2020-02-18T13:02:39.461Z
760,339,4,433,12,125000,-15,6.25,02:50.1,2020-02-18T13:02:50.143Z
762,341,5,433,12,125000,-15,5.5,03:00.5,2020-02-18T13:03:00.512Z
2038,423,1,433,12,125000,-15,5.75,16:15.4,2020-02-18T13:16:15.447Z
2040,425,2,433,12,125000,-15,6.5,16:25.9,2020-02-18T13:16:25.912Z
2042,427,3,433,12,125000,-15,5.75,16:36.6,2020-02-18T13:16:36.631Z
2044,429,4,433,12,125000,-15,5.75,16:47.0,2020-02-18T13:16:46.990Z
2046,431,5,433,12,125000,-15,6.25,16:57.5,2020-02-18T13:16:57.455Z
3323,513,1,433,12,125000,-15,3.5,30:12.5,2020-02-18T13:30:12.479Z
3325,515,2,433,12,125000,-15,3.75,30:23.0,2020-02-18T13:30:23.044Z
3327,517,3,433,12,125000,-15,3.25,30:33.5,2020-02-18T13:30:33.524Z
3329,519,4,433,12,125000,-16,3.75,30:44.0,2020-02-18T13:30:43.997Z
3331,521,5,433,12,125000,-14,2.5,30:54.4,2020-02-18T13:30:54.378Z
658,602,1,433,12,125000,-16,3.5,44:09.6,2020-02-18T13:44:09.574Z
660,604,2,433,12,125000,-15,3.75,44:20.0,2020-02-18T13:44:20.015Z
662,606,3,433,12,125000,-15,3.75,44:30.4,2020-02-18T13:44:30.387Z
664,608,4,433,12,125000,-15,3.25,44:41.0,2020-02-18T13:44:41.036Z
666,610,5,433,12,125000,-15,3.5,44:51.5,2020-02-18T13:44:51.513Z
1947,692,1,433,12,125000,-16,4.25,58:06.5,2020-02-18T13:58:06.518Z
1949,694,2,433,12,125000,-15,4.0,58:16.9,2020-02-18T13:58:16.894Z
1951,696,3,433,12,125000,-16,3.25,58:27.6,2020-02-18T13:58:27.573Z
1953,698,4,433,12,125000,-16,4.0,58:38.0,2020-02-18T13:58:38.014Z
1955,700,5,433,12,125000,-15,3.75,58:48.4,2020-02-18T13:58:48.389Z
3118,782,1,433,12,125000,-16,4.5,12:03.5,2020-02-18T14:12:03.517Z
3120,784,2,433,12,125000,-15,3.75,12:14.0,2020-02-18T14:12:13.979Z
3122,786,3,433,12,125000,-15,4.25,12:24.5,2020-02-18T14:12:24.475Z
3124,788,4,433,12,125000,-15,3.75,12:34.8,2020-02-18T14:12:34.830Z
3126,790,5,433,12,125000,-15,4.0,12:45.5,2020-02-18T14:12:45.508Z
455,870,1,433,12,125000,-16,3.75,26:05.4,2020-02-18T14:26:05.447Z
550,871,3,433,12,125000,-15,4.0,26:26.3,2020-02-18T14:26:26.313Z
1617,933,1,433,12,125000,-15,5.75,39:57.4,2020-02-18T14:39:57.371Z
1619,935,2,433,12,125000,-15,6.25,40:08.0,2020-02-18T14:40:08.049Z
1621,937,3,433,12,125000,-15,6.0,40:18.4,2020-02-18T14:40:18.406Z
