false_id,id,counter,frequency,spreading_factor,bandwidth,rssi,snr,createdAt,updatedAt
643,52,1,433,11,500000,-15,6.5,18:43.5,2020-02-18T12:18:43.482Z
645,54,2,433,11,500000,-14,6.75,18:53.8,2020-02-18T12:18:53.849Z
647,56,3,433,11,500000,-15,6.0,19:04.3,2020-02-18T12:19:04.344Z
649,58,4,433,11,500000,-15,6.0,19:15.0,2020-02-18T12:19:15.022Z
651,60,5,433,11,500000,-15,7.0,19:25.4,2020-02-18T12:19:25.408Z
1820,143,1,433,11,500000,-14,6.0,32:51.0,2020-02-18T12:32:51.015Z
1822,145,2,433,11,500000,-15,6.25,33:01.5,2020-02-18T12:33:01.476Z
1824,147,3,433,11,500000,-15,5.75,33:11.9,2020-02-18T12:33:11.854Z
1826,149,4,433,11,500000,-14,6.0,33:22.5,2020-02-18T12:33:22.538Z
1828,151,5,433,11,500000,-14,6.5,33:33.0,2020-02-18T12:33:33.011Z
3104,233,1,433,11,500000,-15,6.5,46:47.7,2020-02-18T12:46:47.667Z
3106,235,2,433,11,500000,-15,5.75,46:58.1,2020-02-18T12:46:58.120Z
3317,237,3,433,11,500000,-15,6.0,47:08.8,2020-02-18T12:47:08.845Z
3319,239,4,433,11,500000,-15,6.5,47:19.3,2020-02-18T12:47:19.267Z
3321,241,5,433,11,500000,-15,5.75,47:29.6,2020-02-18T12:47:29.639Z
540,323,1,433,11,500000,-14,5.5,00:44.8,2020-02-18T13:00:44.844Z
542,325,2,433,11,500000,-14,6.0,00:55.3,2020-02-18T13:00:55.295Z
544,327,3,433,11,500000,-14,5.25,01:05.8,2020-02-18T13:01:05.772Z
546,329,4,433,11,500000,-14,5.0,01:16.3,2020-02-18T13:01:16.349Z
548,331,5,433,11,500000,-14,6.0,01:26.8,2020-02-18T13:01:26.842Z
1937,413,1,433,11,500000,-14,5.75,14:41.7,2020-02-18T13:14:41.739Z
1939,415,2,433,11,500000,-14,5.75,14:52.2,2020-02-18T13:14:52.201Z
1941,417,3,433,11,500000,-14,6.25,15:02.8,2020-02-18T13:15:02.834Z
1943,419,4,433,11,500000,-14,6.25,15:13.3,2020-02-18T13:15:13.298Z
1945,421,5,433,11,500000,-14,6.0,15:23.8,2020-02-18T13:15:23.769Z
3212,503,1,433,11,500000,-15,6.75,28:38.7,2020-02-18T13:28:38.688Z
3214,505,2,433,11,500000,-14,6.5,28:49.3,2020-02-18T13:28:49.345Z
3216,507,3,433,11,500000,-15,6.5,28:59.8,2020-02-18T13:28:59.814Z
3218,509,4,433,11,500000,-14,6.5,29:10.3,2020-02-18T13:29:10.273Z
3220,511,5,433,11,500000,-15,6.5,29:20.7,2020-02-18T13:29:20.724Z
445,592,1,433,11,500000,-14,7.25,42:35.8,2020-02-18T13:42:35.801Z
447,594,2,433,11,500000,-15,6.75,42:46.3,2020-02-18T13:42:46.296Z
449,596,3,433,11,500000,-15,6.75,42:56.6,2020-02-18T13:42:56.650Z
451,598,4,433,11,500000,-15,6.5,43:07.6,2020-02-18T13:43:07.644Z
453,600,5,433,11,500000,-15,6.75,43:17.8,2020-02-18T13:43:17.765Z
1840,682,1,433,11,500000,-14,6.0,56:32.7,2020-02-18T13:56:32.678Z
1842,684,2,433,11,500000,-15,6.0,56:43.1,2020-02-18T13:56:43.136Z
1844,686,3,433,11,500000,-16,6.25,56:53.8,2020-02-18T13:56:53.818Z
1846,688,4,433,11,500000,-13,6.25,57:04.2,2020-02-18T13:57:04.194Z
1848,690,5,433,11,500000,-15,6.0,57:14.7,2020-02-18T13:57:14.667Z
3017,772,1,433,11,500000,-15,6.5,10:29.6,2020-02-18T14:10:29.599Z
3019,774,2,433,11,500000,-15,6.0,10:40.3,2020-02-18T14:10:40.254Z
3021,776,3,433,11,500000,-14,6.5,10:50.7,2020-02-18T14:10:50.742Z
3023,778,4,433,11,500000,-14,5.75,11:01.2,2020-02-18T14:11:01.153Z
3025,780,5,433,11,500000,-14,6.0,11:11.6,2020-02-18T14:11:11.638Z
241,862,1,433,11,500000,-14,6.0,24:26.7,2020-02-18T14:24:26.723Z
242,863,2,433,11,500000,-15,6.0,24:37.2,2020-02-18T14:24:37.181Z
245,866,3,433,11,500000,-15,6.0,24:52.6,2020-02-18T14:24:52.598Z
346,868,5,433,11,500000,-14,6.0,25:13.7,2020-02-18T14:25:13.727Z
1416,923,1,433,11,500000,-13,6.75,38:23.7,2020-02-18T14:38:23.655Z
1418,925,2,433,11,500000,-14,6.0,38:34.3,2020-02-18T14:38:34.311Z
1420,927,3,433,11,500000,-14,6.25,38:44.7,2020-02-18T14:38:44.694Z
1521,929,4,433,11,500000,-13,5.5,38:55.2,2020-02-18T14:38:55.167Z
1523,931,5,433,11,500000,-14,5.5,39:05.7,2020-02-18T14:39:05.654Z
2686,1013,1,433,11,500000,-14,6.0,52:20.8,2020-02-18T14:52:20.781Z
2688,1015,2,433,11,500000,-14,6.0,52:31.2,2020-02-18T14:52:31.247Z
2690,1017,3,433,11,500000,-14,5.75,52:41.7,2020-02-18T14:52:41.714Z
2692,1019,4,433,11,500000,-13,6.0,52:52.1,2020-02-18T14:52:52.098Z
2694,1021,5,433,11,500000,-13,6.25,53:02.7,2020-02-18T14:53:02.749Z
25,1103,1,433,11,500000,-14,5.75,06:17.7,2020-02-18T15:06:17.671Z
27,1105,2,433,11,500000,-14,5.75,06:28.1,2020-02-18T15:06:28.145Z
