false_id,id,counter,frequency,spreading_factor,bandwidth,rssi,snr,createdAt,updatedAt
857,72,1,433,12,250000,-13,8.5,21:49.7,2020-02-18T12:21:49.673Z
859,74,2,433,12,250000,-14,7.0,22:00.1,2020-02-18T12:22:00.149Z
861,76,3,433,12,250000,-15,6.0,22:10.8,2020-02-18T12:22:10.808Z
863,78,4,433,12,250000,-14,7.0,22:21.3,2020-02-18T12:22:21.286Z
865,80,5,433,12,250000,-15,5.75,22:31.7,2020-02-18T12:22:31.702Z
2034,163,1,433,12,250000,-15,5.5,35:57.2,2020-02-18T12:35:57.187Z
2036,165,2,433,12,250000,-15,6.0,36:07.8,2020-02-18T12:36:07.795Z
2141,167,3,433,12,250000,-15,5.75,36:18.3,2020-02-18T12:36:18.305Z
2143,169,4,433,12,250000,-15,6.0,36:28.8,2020-02-18T12:36:28.752Z
2145,171,5,433,12,250000,-15,6.0,36:39.1,2020-02-18T12:36:39.122Z
3639,253,1,433,12,250000,-15,6.25,49:54.1,2020-02-18T12:49:54.109Z
3641,255,2,433,12,250000,-15,6.5,50:04.6,2020-02-18T12:50:04.589Z
3643,257,3,433,12,250000,-15,6.0,50:15.0,2020-02-18T12:50:15.037Z
3645,259,4,433,12,250000,-15,6.0,50:25.5,2020-02-18T12:50:25.496Z
3746,261,5,433,12,250000,-15,5.5,50:36.2,2020-02-18T12:50:36.178Z
867,343,1,433,12,250000,-14,7.5,03:51.1,2020-02-18T13:03:51.086Z
869,345,2,433,12,250000,-14,7.75,04:01.5,2020-02-18T13:04:01.530Z
871,347,3,433,12,250000,-14,7.75,04:12.0,2020-02-18T13:04:11.986Z
873,349,4,433,12,250000,-15,8.0,04:22.7,2020-02-18T13:04:22.652Z
875,351,5,433,12,250000,-14,8.75,04:33.1,2020-02-18T13:04:33.112Z
2147,433,1,433,12,250000,-14,8.25,17:48.0,2020-02-18T13:17:48.033Z
2149,435,2,433,12,250000,-15,7.5,17:58.7,2020-02-18T13:17:58.663Z
2258,437,3,433,12,250000,-14,7.5,18:09.5,2020-02-18T13:18:09.521Z
2260,439,4,433,12,250000,-15,7.0,18:19.6,2020-02-18T13:18:19.581Z
2262,441,5,433,12,250000,-14,7.5,18:30.1,2020-02-18T13:18:30.071Z
3431,523,1,433,12,250000,-15,6.0,31:44.9,2020-02-18T13:31:44.947Z
3433,525,2,433,12,250000,-15,6.0,31:55.6,2020-02-18T13:31:55.604Z
3435,527,3,433,12,250000,-15,5.75,32:06.1,2020-02-18T13:32:06.107Z
3437,529,4,433,12,250000,-15,6.0,32:16.6,2020-02-18T13:32:16.567Z
3439,531,5,433,12,250000,-15,6.5,32:27.1,2020-02-18T13:32:27.142Z
764,612,1,433,12,250000,-15,6.0,45:42.1,2020-02-18T13:45:42.090Z
