false_id,id,counter,frequency,spreading_factor,bandwidth,rssi,snr,createdAt,updatedAt
214,21,1,915,10,500000,-7,6,14:04.0,2020-02-18T12:14:03.969Z
216,23,2,915,10,500000,-7,6.25,14:14.5,2020-02-18T12:14:14.461Z
218,25,3,915,10,500000,-7,5.5,14:25.0,2020-02-18T12:14:24.969Z
220,27,4,915,10,500000,-7,6.25,14:35.4,2020-02-18T12:14:35.442Z
222,29,5,915,10,500000,-6,6,14:45.9,2020-02-18T12:14:45.916Z
642,51,1,915,11,500000,-7,6.75,18:43.0,2020-02-18T12:18:42.992Z
644,53,2,915,11,500000,-7,6.5,18:53.5,2020-02-18T12:18:53.512Z
646,55,3,915,11,500000,-7,6.25,19:04.0,2020-02-18T12:19:03.981Z
648,57,4,915,11,500000,-7,6.5,19:14.6,2020-02-18T12:19:14.556Z
650,59,5,915,11,500000,-7,6.75,19:25.1,2020-02-18T12:19:25.055Z
963,81,1,915,12,500000,-7,6.5,23:22.1,2020-02-18T12:23:22.108Z
965,83,2,915,12,500000,-7,6.25,23:32.7,2020-02-18T12:23:32.656Z
967,85,3,915,12,500000,-7,6.75,23:43.1,2020-02-18T12:23:43.087Z
969,87,4,915,12,500000,-7,6.25,23:53.7,2020-02-18T12:23:53.669Z
971,89,5,915,12,500000,-7,5.75,24:04.1,2020-02-18T12:24:04.145Z
1391,112,1,915,10,500000,-6,6.75,28:11.5,2020-02-18T12:28:11.499Z
1393,114,2,915,10,500000,-6,6.5,28:22.0,2020-02-18T12:28:22.021Z
1395,116,3,915,10,500000,-6,6,28:32.5,2020-02-18T12:28:32.502Z
1397,118,4,915,10,500000,-6,6.25,28:43.0,2020-02-18T12:28:43.017Z
1399,120,5,915,10,500000,-6,6.5,28:53.6,2020-02-18T12:28:53.599Z
1819,142,1,915,11,500000,-7,6.25,32:50.6,2020-02-18T12:32:50.572Z
1821,144,2,915,11,500000,-7,6.5,33:01.1,2020-02-18T12:33:01.067Z
1823,146,3,915,11,500000,-6,6.75,33:11.6,2020-02-18T12:33:11.642Z
1825,148,4,915,11,500000,-7,6.25,33:22.1,2020-02-18T12:33:22.137Z
1827,150,5,915,11,500000,-7,6.5,33:32.6,2020-02-18T12:33:32.616Z
2247,172,1,915,12,500000,-7,6.25,37:29.6,2020-02-18T12:37:29.605Z
2249,174,2,915,12,500000,-7,6.25,37:40.1,2020-02-18T12:37:40.117Z
2251,176,3,915,12,500000,-7,6.5,37:50.6,2020-02-18T12:37:50.584Z
2253,178,4,915,12,500000,-7,6.75,38:01.1,2020-02-18T12:38:01.057Z
2255,180,5,915,12,500000,-6,5.75,38:11.6,2020-02-18T12:38:11.630Z
2782,202,1,915,10,500000,-6,6.75,42:08.3,2020-02-18T12:42:08.307Z
2784,204,2,915,10,500000,-6,6.75,42:18.9,2020-02-18T12:42:18.864Z
2786,206,3,915,10,500000,-6,6,42:29.3,2020-02-18T12:42:29.339Z
2788,208,4,915,10,500000,-6,6.25,42:39.8,2020-02-18T12:42:39.808Z
2790,210,5,915,10,500000,-6,6.25,42:50.4,2020-02-18T12:42:50.408Z
3103,232,1,915,11,500000,-7,6.75,46:47.3,2020-02-18T12:46:47.307Z
3105,234,2,915,11,500000,-7,6.75,46:57.9,2020-02-18T12:46:57.869Z
3210,236,3,915,11,500000,-7,6,47:08.8,2020-02-18T12:47:08.801Z
3318,238,4,915,11,500000,-7,6.5,47:18.9,2020-02-18T12:47:18.879Z
3320,240,5,915,11,500000,-7,6.75,47:29.4,2020-02-18T12:47:29.355Z
3852,262,1,915,12,500000,-7,5.5,51:26.5,2020-02-18T12:51:26.468Z
3854,264,2,915,12,500000,-7,5.5,51:37.0,2020-02-18T12:51:36.986Z
3856,266,3,915,12,500000,-7,6.5,51:47.5,2020-02-18T12:51:47.477Z
3858,268,4,915,12,500000,-7,6.25,51:58.0,2020-02-18T12:51:57.965Z
3860,270,5,915,12,500000,-7,6.5,52:08.5,2020-02-18T12:52:08.470Z
224,292,1,915,10,500000,-6,6.5,56:05.3,2020-02-18T12:56:05.300Z
226,294,2,915,10,500000,-7,6.25,56:15.9,2020-02-18T12:56:15.873Z
228,296,3,915,10,500000,-6,6.5,56:26.4,2020-02-18T12:56:26.358Z
230,298,4,915,10,500000,-6,6.5,56:36.8,2020-02-18T12:56:36.830Z
232,300,5,915,10,500000,-7,6,56:47.3,2020-02-18T12:56:47.328Z
539,322,1,915,11,500000,-7,6.5,00:44.4,2020-02-18T13:00:44.416Z
541,324,2,915,11,500000,-7,6.25,00:54.9,2020-02-18T13:00:54.923Z
543,326,3,915,11,500000,-7,6.75,01:05.4,2020-02-18T13:01:05.375Z
545,328,4,915,11,500000,-7,6.25,01:15.9,2020-02-18T13:01:15.856Z
547,330,5,915,11,500000,-7,6.75,01:26.4,2020-02-18T13:01:26.428Z
973,352,1,915,12,500000,-7,6.25,05:23.5,2020-02-18T13:05:23.477Z
975,354,2,915,12,500000,-7,6.5,05:34.0,2020-02-18T13:05:33.962Z
977,356,3,915,12,500000,-7,6.25,05:44.5,2020-02-18T13:05:44.504Z
979,358,4,915,12,500000,-7,6.75,05:55.0,2020-02-18T13:05:54.981Z
981,360,5,915,12,500000,-7,5.5,06:05.5,2020-02-18T13:06:05.458Z
1401,382,1,915,10,500000,-6,6.5,10:02.3,2020-02-18T13:10:02.311Z
1403,384,2,915,10,500000,-6,6.5,10:12.8,2020-02-18T13:10:12.802Z
1405,386,3,915,10,500000,-6,6.5,10:23.4,2020-02-18T13:10:23.382Z
1407,388,4,915,10,500000,-6,6.5,10:33.9,2020-02-18T13:10:33.853Z
1409,390,5,915,10,500000,-7,6.25,10:44.3,2020-02-18T13:10:44.337Z
1936,412,1,915,11,500000,-8,6.75,14:41.4,2020-02-18T13:14:41.417Z
1938,414,2,915,11,500000,-7,6.25,14:51.9,2020-02-18T13:14:51.884Z
1940,416,3,915,11,500000,-7,6.75,15:02.4,2020-02-18T13:15:02.363Z
1942,418,4,915,11,500000,-7,6,15:13.0,2020-02-18T13:15:12.952Z
1944,420,5,915,11,500000,-7,6.25,15:23.4,2020-02-18T13:15:23.434Z
2360,442,1,915,12,500000,-7,6.25,19:20.5,2020-02-18T13:19:20.524Z
2362,444,2,915,12,500000,-7,6,19:31.0,2020-02-18T13:19:31.027Z
2364,446,3,915,12,500000,-7,5.75,19:41.5,2020-02-18T13:19:41.506Z
2366,448,4,915,12,500000,-7,5.75,19:52.0,2020-02-18T13:19:51.977Z
2368,450,5,915,12,500000,-7,6.25,20:02.6,2020-02-18T13:20:02.555Z
2792,472,1,915,10,500000,-6,6.75,23:59.4,2020-02-18T13:23:59.381Z
2794,474,2,915,10,500000,-6,6.5,24:09.9,2020-02-18T13:24:09.880Z
2796,476,3,915,10,500000,-6,6.25,24:20.3,2020-02-18T13:24:20.316Z
2899,478,4,915,10,500000,-5,6.5,24:30.9,2020-02-18T13:24:30.887Z
2901,480,5,915,10,500000,-6,6.5,24:41.4,2020-02-18T13:24:41.400Z
3211,502,1,915,11,500000,-7,6.5,28:38.4,2020-02-18T13:28:38.381Z
3213,504,2,915,11,500000,-7,6.75,28:48.9,2020-02-18T13:28:48.899Z
3215,506,3,915,11,500000,-7,7,28:59.3,2020-02-18T13:28:59.342Z
3217,508,4,915,11,500000,-7,6.5,29:10.1,2020-02-18T13:29:10.146Z
3219,510,5,915,11,500000,-7,7,29:20.4,2020-02-18T13:29:20.432Z
3535,532,1,915,12,500000,-7,6.5,33:17.4,2020-02-18T13:33:17.443Z
3537,534,2,915,12,500000,-7,6.25,33:27.9,2020-02-18T13:33:27.930Z
3539,536,3,915,12,500000,-7,6.25,33:38.5,2020-02-18T13:33:38.500Z
3541,538,4,915,12,500000,-7,6.25,33:49.0,2020-02-18T13:33:49.038Z
3543,540,5,915,12,500000,-7,6,33:59.5,2020-02-18T13:33:59.481Z
3862,562,1,915,10,500000,-6,6,37:56.3,2020-02-18T13:37:56.346Z
3864,564,2,915,10,500000,-6,6.5,38:06.8,2020-02-18T13:38:06.771Z
3865,565,3,915,10,500000,-6,6.25,38:17.3,2020-02-18T13:38:17.308Z
14,567,4,915,10,500000,-6,6.25,38:27.8,2020-02-18T13:38:27.790Z
16,569,5,915,10,500000,-6,6.75,38:38.3,2020-02-18T13:38:38.298Z
444,591,1,915,11,500000,-7,7,42:35.3,2020-02-18T13:42:35.344Z
446,593,2,915,11,500000,-7,6.25,42:45.9,2020-02-18T13:42:45.901Z
448,595,3,915,11,500000,-7,7,42:56.3,2020-02-18T13:42:56.342Z
450,597,4,915,11,500000,-7,6.5,43:07.0,2020-02-18T13:43:07.035Z
452,599,5,915,11,500000,-7,7,43:17.3,2020-02-18T13:43:17.338Z
876,621,1,915,12,500000,-7,6,47:14.5,2020-02-18T13:47:14.468Z
878,623,2,915,12,500000,-7,6.5,47:24.9,2020-02-18T13:47:24.943Z
880,625,3,915,12,500000,-7,6.5,47:35.5,2020-02-18T13:47:35.499Z
882,627,4,915,12,500000,-7,6.75,47:46.0,2020-02-18T13:47:46.021Z
884,629,5,915,12,500000,-6,6.25,47:56.5,2020-02-18T13:47:56.496Z
1298,651,1,915,10,500000,-6,6.75,51:53.3,2020-02-18T13:51:53.312Z
1300,653,2,915,10,500000,-6,6.25,52:03.8,2020-02-18T13:52:03.772Z
1302,655,3,915,10,500000,-6,6.25,52:14.2,2020-02-18T13:52:14.246Z
1411,657,4,915,10,500000,-6,6,52:24.8,2020-02-18T13:52:24.817Z
1413,659,5,915,10,500000,-7,6.75,52:35.3,2020-02-18T13:52:35.311Z
1839,681,1,915,11,500000,-7,6.75,56:32.3,2020-02-18T13:56:32.339Z
1841,683,2,915,11,500000,-7,6.75,56:42.8,2020-02-18T13:56:42.808Z
1843,685,3,915,11,500000,-7,6.25,56:53.4,2020-02-18T13:56:53.385Z
1845,687,4,915,11,500000,-7,6.5,57:03.9,2020-02-18T13:57:03.860Z
1847,689,5,915,11,500000,-7,6.5,57:14.3,2020-02-18T13:57:14.343Z
2150,711,1,915,12,500000,-7,6.5,01:11.4,2020-02-18T14:01:11.384Z
2152,713,2,915,12,500000,-7,5.75,01:22.0,2020-02-18T14:01:21.960Z
2154,715,3,915,12,500000,-7,5.75,01:32.4,2020-02-18T14:01:32.394Z
2156,717,4,915,12,500000,-7,5.75,01:43.0,2020-02-18T14:01:42.970Z
2158,719,5,915,12,500000,-7,6.5,01:53.4,2020-02-18T14:01:53.443Z
2475,741,1,915,10,500000,-6,6.75,05:50.4,2020-02-18T14:05:50.355Z
2477,743,2,915,10,500000,-6,6.25,06:00.8,2020-02-18T14:06:00.786Z
2479,745,3,915,10,500000,-6,6,06:11.3,2020-02-18T14:06:11.271Z
2481,747,4,915,10,500000,-5,5.75,06:21.7,2020-02-18T14:06:21.748Z
2483,749,5,915,10,500000,-6,6.25,06:32.2,2020-02-18T14:06:32.219Z
3016,771,1,915,11,500000,-7,6.25,10:29.4,2020-02-18T14:10:29.357Z
3018,773,2,915,11,500000,-7,6.75,10:39.8,2020-02-18T14:10:39.822Z
3020,775,3,915,11,500000,-7,6.5,10:50.3,2020-02-18T14:10:50.308Z
3022,777,4,915,11,500000,-7,6.25,11:00.8,2020-02-18T14:11:00.791Z
3024,779,5,915,11,500000,-7,6.25,11:11.4,2020-02-18T14:11:11.370Z
3332,801,1,915,12,500000,-7,6,15:08.7,2020-02-18T14:15:08.705Z
3334,803,2,915,12,500000,-7,6.25,15:18.9,2020-02-18T14:15:18.872Z
3336,805,3,915,12,500000,-7,6.25,15:29.4,2020-02-18T14:15:29.448Z
3338,807,4,915,12,500000,-7,6.5,15:39.9,2020-02-18T14:15:39.921Z
3340,809,5,915,12,500000,-7,5.75,15:50.4,2020-02-18T14:15:50.396Z
3656,831,1,915,10,500000,-6,6.5,19:47.2,2020-02-18T14:19:47.242Z
3658,833,2,915,10,500000,-6,6.5,19:57.7,2020-02-18T14:19:57.705Z
3757,835,3,915,10,500000,-6,6.5,20:08.7,2020-02-18T14:20:08.701Z
3759,837,4,915,10,500000,-6,6,20:18.7,2020-02-18T14:20:18.716Z
3761,839,5,915,10,500000,-6,6.5,20:29.3,2020-02-18T14:20:29.296Z
240,861,1,915,11,500000,-7,6.25,24:26.3,2020-02-18T14:24:26.271Z
243,864,2,915,11,500000,-7,6.75,24:41.8,2020-02-18T14:24:41.844Z
244,865,3,915,11,500000,-8,6.5,24:52.3,2020-02-18T14:24:52.315Z
345,867,5,915,11,500000,-7,6.5,25:13.4,2020-02-18T14:25:13.403Z
1087,892,1,915,10,500000,-5,6.5,33:44.3,2020-02-18T14:33:44.299Z
1089,894,2,915,10,500000,-6,6.5,33:54.7,2020-02-18T14:33:54.718Z
1091,896,3,915,10,500000,-6,6,34:05.3,2020-02-18T14:34:05.298Z
1093,898,4,915,10,500000,-6,6.25,34:15.8,2020-02-18T14:34:15.801Z
1095,900,5,915,10,500000,-6,6.25,34:26.3,2020-02-18T14:34:26.280Z
1415,922,1,915,11,500000,-7,6.25,38:23.3,2020-02-18T14:38:23.321Z
1417,924,2,915,11,500000,-8,6,38:33.8,2020-02-18T14:38:33.776Z
1419,926,3,915,11,500000,-7,6,38:44.3,2020-02-18T14:38:44.342Z
1520,928,4,915,11,500000,-8,6,38:54.8,2020-02-18T14:38:54.825Z
1522,930,5,915,11,500000,-7,6.5,39:05.3,2020-02-18T14:39:05.322Z
1849,952,1,915,12,500000,-7,6.25,43:02.5,2020-02-18T14:43:02.459Z
1851,954,2,915,12,500000,-7,6.5,43:12.9,2020-02-18T14:43:12.927Z
1853,956,3,915,12,500000,-7,6.5,43:23.5,2020-02-18T14:43:23.478Z
1855,958,4,915,12,500000,-7,6,43:33.9,2020-02-18T14:43:33.922Z
1857,960,5,915,12,500000,-7,6.25,43:44.5,2020-02-18T14:43:44.465Z
2380,982,1,915,10,500000,-6,6.75,47:41.2,2020-02-18T14:47:41.250Z
2382,984,2,915,10,500000,-6,6.5,47:51.8,2020-02-18T14:47:51.766Z
2384,986,3,915,10,500000,-6,6.25,48:02.3,2020-02-18T14:48:02.255Z
2386,988,4,915,10,500000,-6,6.5,48:12.7,2020-02-18T14:48:12.720Z
2388,990,5,915,10,500000,-6,6.5,48:23.3,2020-02-18T14:48:23.299Z
2685,1012,1,915,11,500000,-7,6,52:20.3,2020-02-18T14:52:20.285Z
2687,1014,2,915,11,500000,-8,6,52:30.8,2020-02-18T14:52:30.808Z
2689,1016,3,915,11,500000,-8,6.5,52:41.3,2020-02-18T14:52:41.288Z
2691,1018,4,915,11,500000,-7,6,52:51.9,2020-02-18T14:52:51.861Z
2693,1020,5,915,11,500000,-7,6,53:02.3,2020-02-18T14:53:02.333Z
3127,1042,1,915,12,500000,-7,6.5,56:59.5,2020-02-18T14:56:59.477Z
3129,1044,2,915,12,500000,-7,6.75,57:10.0,2020-02-18T14:57:09.977Z
3131,1046,3,915,12,500000,-7,6,57:20.4,2020-02-18T14:57:20.406Z
3231,1048,4,915,12,500000,-7,6.25,57:30.9,2020-02-18T14:57:30.880Z
3233,1050,5,915,12,500000,-7,5.75,57:41.4,2020-02-18T14:57:41.399Z
3660,1072,1,915,10,500000,-6,6.75,01:38.2,2020-02-18T15:01:38.226Z
3662,1074,2,915,10,500000,-6,6.25,01:48.8,2020-02-18T15:01:48.799Z
3664,1076,3,915,10,500000,-6,6.75,01:59.3,2020-02-18T15:01:59.272Z
3666,1078,4,915,10,500000,-6,6.25,02:09.8,2020-02-18T15:02:09.787Z
3668,1080,5,915,10,500000,-7,6.75,02:20.2,2020-02-18T15:02:20.244Z
24,1102,1,915,11,500000,-7,6.5,06:17.3,2020-02-18T15:06:17.277Z
26,1104,2,915,11,500000,-7,6.25,06:27.9,2020-02-18T15:06:27.852Z
28,1106,3,915,11,500000,-8,6.75,06:38.3,2020-02-18T15:06:38.337Z
30,1108,4,915,11,500000,-7,5.5,06:48.8,2020-02-18T15:06:48.813Z
32,1110,5,915,11,500000,-7,6.5,06:59.3,2020-02-18T15:06:59.279Z
347,1132,1,915,12,500000,-8,6,10:56.4,2020-02-18T15:10:56.401Z
349,1134,2,915,12,500000,-7,6,11:07.0,2020-02-18T15:11:07.000Z
351,1136,3,915,12,500000,-7,5.25,11:17.4,2020-02-18T15:11:17.437Z
353,1138,4,915,12,500000,-7,6,11:27.9,2020-02-18T15:11:27.913Z
355,1140,5,915,12,500000,-8,5.75,11:38.4,2020-02-18T15:11:38.412Z
673,1161,1,915,10,500000,-6,6.25,15:35.3,2020-02-18T15:15:35.270Z
675,1163,2,915,10,500000,-7,6.75,15:45.7,2020-02-18T15:15:45.716Z
677,1165,3,915,10,500000,-6,6.25,15:56.3,2020-02-18T15:15:56.295Z
679,1167,4,915,10,500000,-6,6.75,16:07.0,2020-02-18T15:16:06.974Z
681,1169,5,915,10,500000,-6,6.5,16:17.3,2020-02-18T15:16:17.271Z
999,1191,1,915,11,500000,-7,6.5,20:14.3,2020-02-18T15:20:14.288Z
1001,1193,2,915,11,500000,-8,6,20:24.8,2020-02-18T15:20:24.760Z
1003,1195,3,915,11,500000,-7,6.5,20:35.3,2020-02-18T15:20:35.339Z
1005,1197,4,915,11,500000,-7,6.5,20:45.8,2020-02-18T15:20:45.822Z
1007,1199,5,915,11,500000,-7,6.5,20:56.3,2020-02-18T15:20:56.303Z
1314,1221,1,915,12,500000,-7,6,24:53.4,2020-02-18T15:24:53.407Z
1316,1223,2,915,12,500000,-7,6.25,25:03.9,2020-02-18T15:25:03.897Z
1318,1225,3,915,12,500000,-8,5.25,25:14.4,2020-02-18T15:25:14.370Z
1320,1227,4,915,12,500000,-8,6.5,25:24.9,2020-02-18T15:25:24.897Z
1322,1229,5,915,12,500000,-7,6.25,25:35.4,2020-02-18T15:25:35.444Z
1739,1251,1,915,10,500000,-6,6.5,29:32.2,2020-02-18T15:29:32.189Z
1741,1253,2,915,10,500000,-6,6.5,29:42.7,2020-02-18T15:29:42.735Z
1743,1255,3,915,10,500000,-6,6.5,29:53.2,2020-02-18T15:29:53.218Z
1745,1257,4,915,10,500000,-6,6.5,30:03.7,2020-02-18T15:30:03.702Z
1747,1259,5,915,10,500000,-7,6.5,30:14.3,2020-02-18T15:30:14.293Z
2058,1281,1,915,11,500000,-7,6,34:11.3,2020-02-18T15:34:11.261Z
2060,1283,2,915,11,500000,-8,6.25,34:21.8,2020-02-18T15:34:21.787Z
2062,1285,3,915,11,500000,-7,6,34:32.3,2020-02-18T15:34:32.263Z
2064,1287,4,915,11,500000,-7,6,34:42.7,2020-02-18T15:34:42.747Z
2066,1289,5,915,11,500000,-7,6,34:53.2,2020-02-18T15:34:53.244Z
2390,1311,1,915,12,500000,-7,5.75,38:50.4,2020-02-18T15:38:50.378Z
2392,1313,2,915,12,500000,-7,6.25,39:00.9,2020-02-18T15:39:00.920Z
2394,1315,3,915,12,500000,-8,6.25,39:11.4,2020-02-18T15:39:11.411Z
2396,1317,4,915,12,500000,-7,6,39:21.9,2020-02-18T15:39:21.891Z
2398,1319,5,915,12,500000,-8,6.25,39:32.4,2020-02-18T15:39:32.361Z
2909,1341,1,915,10,500000,-6,6.25,43:29.2,2020-02-18T15:43:29.221Z
2911,1343,2,915,10,500000,-6,6.75,43:39.8,2020-02-18T15:43:39.755Z
3037,1346,4,915,10,500000,-6,6.25,44:00.7,2020-02-18T15:44:00.716Z
3039,1348,5,915,10,500000,-6,6.25,44:11.2,2020-02-18T15:44:11.200Z
3349,1371,1,915,11,500000,-7,6.25,48:08.8,2020-02-18T15:48:08.773Z
3350,1372,2,915,11,500000,-8,6,48:18.8,2020-02-18T15:48:18.822Z
3352,1374,3,915,11,500000,-7,6,48:29.3,2020-02-18T15:48:29.264Z
3354,1376,4,915,11,500000,-7,5.75,48:39.7,2020-02-18T15:48:39.744Z
3356,1378,5,915,11,500000,-8,6.25,48:50.3,2020-02-18T15:48:50.315Z
